  Disciplina,         Nome da disciplina,            Professor,Créd,Trm,Destino,Vag,Turno,Horário/ Unidade,Hr Dist.,SHF,Pré-Req,Depto
INF1007, PROGRAMACAO II ,HORISTA A CONTRATAR,4,33O,QQC,0,I,SEG 13-15 L452 / GAVEA  QUA 13-15 L252 / GAVEA  ,0,0, SIM ,UCB
INF1007, PROGRAMACAO II ,HORISTA A CONTRATAR,4,33P,QQC,0,I,SEG 11-13 L270 / GAVEA  QUA 11-13 L270 / GAVEA  ,0,0, SIM ,UCB
INF1008, INTROD ARQ DE COMPUTADORES ,LUIZ FERNANDO BESSA SEIBEL,2,3WB,CCI,2,I,SEX 15-17 L150 / GAVEA  ,0,0,NÃO,INF
INF1008, INTROD ARQ DE COMPUTADORES ,LUIZ FERNANDO BESSA SEIBEL,2,3WA,QQC,0,I,SEX 13-15 L150 / GAVEA  ,0,0,NÃO,INF
INF1008, INTROD ARQ DE COMPUTADORES ,LUIZ FERNANDO BESSA SEIBEL,2,3WB,QQC,0,I,SEX 15-17 L150 / GAVEA  ,0,0,NÃO,INF
INF1009, LOGICA PARA COMPUTACAO ,BRUNO LOPES VIEIRA,4,3WA,QQC,0,I,TER 13-15 L150 / GAVEA  QUI 13-15 L150 / GAVEA  ,0,0,NÃO,INF
INF1009, LOGICA PARA COMPUTACAO ,TEMPO CONTINUO A DEFINIR,4,3WB,QQC,0,I,TER 13-15 L774 / GAVEA  QUI 13-15 L774 / GAVEA  ,0,0,NÃO,INF
INF1010, ESTRUTURAS DE DADOS AVANCADAS ,MARCO ANTONIO CASANOVA,4,3WA,QQC,2,I,SEG 15-17 L504 / GAVEA  QUA 15-17 L504 / GAVEA  ,0,0, SIM ,INF
INF1010, ESTRUTURAS DE DADOS AVANCADAS ,WALDEMAR CELES FILHO,4,3WB,QQC,17,I,SEG 17-19 L504 / GAVEA  QUA 17-19 L504 / GAVEA  ,0,0, SIM ,INF
INF1011, SEMANTICA DE LINGUAGENS ,ROBERTO IERUSALIMSCHY,4,3WA,QQC,14,I,TER 13-15 L524 / GAVEA  QUI 13-15 L524 / GAVEA  ,0,0, SIM ,INF
INF1012, MODELAGEM DE DADOS ,IVAN MATHIAS FILHO,2,3WA,QQC,0,I,SEX 09-11 L504 / GAVEA  ,0,0,NÃO,INF
INF1012, MODELAGEM DE DADOS ,IVAN MATHIAS FILHO,2,3WB,QQC,0,I,SEX 13-15 L504 / GAVEA  ,0,0,NÃO,INF
INF1013, MODELAGEM DE SOFTWARE ,IVAN MATHIAS FILHO,4,3WA,QQC,17,I,SEG 17-19 L456 / GAVEA  QUA 17-19 L456 / GAVEA  ,0,0, SIM ,INF
INF1014, SEMINARIOS ,ANA CAROLINA LETICHEVSKY,1,3WA,QQC,5,I,QUI 17-18 L522 / GAVEA  ,0,0, SIM ,INF
INF1015, COMPUTABILIDADE ,TEMPO CONTINUO A DEFINIR,4,3WA,QQC,16,I,TER 13-15 L522 / GAVEA  QUI 13-15 L522 / GAVEA  ,0,0, SIM ,INF
INF1016, ESPEC/ANAL FORMAL DE SISTEMAS ,TEMPO CONTINUO A DEFINIR,4,3WA,QQC,19,I,TER 15-17 L224 / GAVEA  QUI 15-17 L150 / GAVEA  ,0,0, SIM ,INF
INF1018, SOFTWARE BASICO ,NOEMI DE LA ROCQUE RODRIGUEZ,4,3WA,QQC,1,I,TER 11-13 L546 / GAVEA  QUI 11-13 L546 / GAVEA  ,0,0, SIM ,INF
INF1018, SOFTWARE BASICO ,ANA LUCIA DE MOURA,4,3WB,QQC,0,I,TER 11-13 L548 / GAVEA  QUI 11-13 L548 / GAVEA  ,0,0, SIM ,INF
INF1019, SISTEMAS DE COMPUTACAO ,MARKUS ENDLER,4,3WA,QQC,6,I,TER 11-13 L504 / GAVEA  QUI 11-13 L504 / GAVEA  ,0,0, SIM ,INF
INF1020, PRINC SISTEMAS DE INFORMACAO ,LUIZ FERNANDO BESSA SEIBEL,4,3WA,CCI,1,I,TER 13-15 L508 / GAVEA  QUI 13-15 L508 / GAVEA  ,0,0,NÃO,INF
INF1020, PRINC SISTEMAS DE INFORMACAO ,LUIZ FERNANDO BESSA SEIBEL,4,3WA,QQC,13,I,TER 13-15 L508 / GAVEA  QUI 13-15 L508 / GAVEA  ,0,0,NÃO,INF
INF1021, PRINC GOVERN TECN INFORMACAO ,FRANCIS BERENGER MACHADO,4,3WA,QQC,22,I,TER 21-23 L454 / GAVEA  QUI 21-23 L454 / GAVEA  ,0,0, SIM ,INF
INF1023, GERENCIAMENTO SERVICOS EM TI ,FRANCIS BERENGER MACHADO,4,3WA,QQC,19,I,SEG 17-19 L508 / GAVEA  QUA 17-19 L508 / GAVEA  ,0,0, SIM ,INF
INF1030, CONCEITOS DE INFORMATICA ,HORISTA A CONTRATAR,3,3AA,CDI,7,D,SEX 07-10 RT02 / GAVEA  ,0,0,NÃO,ART
INF1030, CONCEITOS DE INFORMATICA ,HORISTA A CONTRATAR,3,3AB,CDI,0,D,QUA 11-14 RT02 / GAVEA  ,0,0,NÃO,ART
INF1030, CONCEITOS DE INFORMATICA ,HORISTA A CONTRATAR,3,3AA,DIG,3,D,SEX 07-10 RT02 / GAVEA  ,0,0,NÃO,ART
INF1030, CONCEITOS DE INFORMATICA ,HORISTA A CONTRATAR,3,3AB,DIG,0,D,QUA 11-14 RT02 / GAVEA  ,0,0,NÃO,ART
INF1301, PROGRAMACAO MODULAR ,ALESSANDRO FABRICIO GARCIA,4,3WA,QQC,19,I,SEG 13-15 L508 / GAVEA  QUA 13-15 L508 / GAVEA  ,0,0, SIM ,INF
INF1301, PROGRAMACAO MODULAR ,FLAVIO HELENO BEVILACQUA E SILVA,4,3WB,QQC,3,I,SEG 17-19 L524 / GAVEA  QUA 17-19 L524 / GAVEA  ,0,0, SIM ,INF
INF1317, REDES DE COMPUTADORES ,SERGIO COLCHER,4,3WA,CCI,2,I,TER 17-19 L406 / GAVEA  QUI 17-19 L406 / GAVEA  ,0,0, SIM ,INF
INF1317, REDES DE COMPUTADORES ,SERGIO COLCHER,4,3WA,QQC,15,I,TER 17-19 L406 / GAVEA  QUI 17-19 L406 / GAVEA  ,0,0, SIM ,INF
INF1340, BANCO DE DADOS II ,MARCOS VIANNA VILLAS,4,3WA,CCI,2,I,TER 19-21 L504 / GAVEA  QUI 19-21 L504 / GAVEA  ,0,0, SIM ,INF
INF1340, BANCO DE DADOS II ,MARCOS VIANNA VILLAS,4,3WA,QQC,18,I,TER 19-21 L504 / GAVEA  QUI 19-21 L504 / GAVEA  ,0,0, SIM ,INF
INF1355, PROBABILIDADE E ESTATISTICA ,ANA CAROLINA LETICHEVSKY,5,3WA,QQC,24,I,TER 19-21 L522 / GAVEA  QUI 19-21 L522 / GAVEA  ,0,2, SIM ,INF
INF1359, PROJETO FINAL II ,JOSE CARLOS MILLAN,4,3WA,QQC,27,I,GAVEA,0,6, SIM ,INF
INF1374, BANCO DE DADOS IV ,ROGERIO LUIS DE CARVALHO COSTA,4,3WA,QQC,27,I,TER 17-19 L546 / GAVEA  QUI 17-19 L546 / GAVEA  ,0,0, SIM ,INF
INF1377, ENGENHARIA DE REQUISITOS ,JULIO CESAR SAMPAIO DO PRADO LEITE,4,3WA,QQC,1,I,TER 15-17 L524 / GAVEA  QUI 15-17 L524 / GAVEA  ,0,0, SIM ,INF
INF1383, BANCOS DE DADOS ,SERGIO LIFSCHITZ,4,3WA,CCI,0,I,TER 15-17 L456 / GAVEA  QUI 15-17 L456 / GAVEA  ,0,0, SIM ,INF
INF1383, BANCOS DE DADOS ,SERGIO LIFSCHITZ,4,3WA,QQC,16,I,TER 15-17 L456 / GAVEA  QUI 15-17 L456 / GAVEA  ,0,0, SIM ,INF
INF1403, INTR INT HUMANO-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,4,3WA,QQC,0,I,SEG 13-15 L504 / GAVEA  QUA 13-15 L504 / GAVEA  ,0,0,NÃO,INF
INF1403, INTR INT HUMANO-COMPUTADOR ,ALBERTO BARBOSA RAPOSO,4,3WB,QQC,0,I,SEG 13-15 K113 / GAVEA  QUA 13-15 L238 / GAVEA  ,0,0,NÃO,INF
INF1404, MODELAGEM DE SISTEMAS ,IVAN MATHIAS FILHO,4,3WA,QQC,8,I,SEG 17-19 L456 / GAVEA  QUA 17-19 L456 / GAVEA  ,0,0, SIM ,INF
INF1405, CONSTRUCAO DE SISTEMAS ,EDMUNDO BASTOS TORREAO,5,3WA,QQC,26,I,TER 19-21 L508 / GAVEA  QUI 19-21 L508 / GAVEA  ,0,2, SIM ,INF
INF1406, PROGR DISTRIBUIDA CONCORRENTE ,CARLOS EDUARDO LARA AUGUSTO,4,3WA,QQC,24,I,SEG 19-21 L508 / GAVEA  QUA 19-21 L508 / GAVEA  ,0,0, SIM ,INF
INF1407, PROGRAMACAO PARA A WEB ,ALEXANDRE MALHEIROS MESLIN,4,3WA,QQC,14,I,SEG 19-21 L546 / GAVEA  QUA 19-21 L546 / GAVEA  ,0,0, SIM ,INF
INF1408, ANALISE DE PROCESSOS ,EDMUNDO BASTOS TORREAO,4,3WA,QQC,19,I,TER 17-19 L508 / GAVEA  QUI 17-19 L508 / GAVEA  ,0,0, SIM ,INF
INF1410, GERENC PROJ EM INFORMATICA ,MARCANTONIO GIUSEPPE MARIA C FABRA,4,3WA,QQC,20,I,SEG 19-21 L522 / GAVEA  QUA 19-21 L522 / GAVEA  ,0,0, SIM ,INF
INF1411, PROJETO FINAL I ,JOSE CARLOS MILLAN,4,3WA,QQC,26,I,GAVEA,0,4,NÃO,INF
INF1412, PROJETO FINAL II ,JOSE CARLOS MILLAN,4,3WA,QQC,23,I,GAVEA,0,4, SIM ,INF
INF1413, TESTE DE SOFTWARE ,ARNDT VON STAA,4,3WA,QQC,7,I,SEG 17-19 L150 / GAVEA  QUA 17-19 L150 / GAVEA  ,0,0, SIM ,INF
INF1414, QUALIDADE DE SOFTWARE ,GUSTAVO ROBICHEZ DE CARVALHO,4,3WA,CCI,2,I,TER 19-21 L524 / GAVEA  QUI 19-21 L524 / GAVEA  ,0,0, SIM ,INF
INF1414, QUALIDADE DE SOFTWARE ,GUSTAVO ROBICHEZ DE CARVALHO,4,3WA,QQC,18,I,TER 19-21 L524 / GAVEA  QUI 19-21 L524 / GAVEA  ,0,0, SIM ,INF
INF1416, SEGURANCA DA INFORMACAO ,ANDERSON OLIVEIRA DA SILVA,4,3WA,CCI,2,I,SEG 17-19 L336 / GAVEA  QUA 17-19 L522 / GAVEA  ,0,0, SIM ,INF
INF1416, SEGURANCA DA INFORMACAO ,ANDERSON OLIVEIRA DA SILVA,4,3WA,QQC,19,I,SEG 17-19 L336 / GAVEA  QUA 17-19 L522 / GAVEA  ,0,0, SIM ,INF
INF1503, PROCES DE DADOS(PARA ECONOMIA) ,HORISTA A CONTRATAR,4,3JA,BCE,1,D,SEG 11-13 F301 / GAVEA  QUA 11-13 F301 / GAVEA  ,0,0,NÃO,ECO
INF1503, PROCES DE DADOS(PARA ECONOMIA) ,HORISTA A CONTRATAR,4,3JB,BCE,3,D,TER 11-13 L508 / GAVEA  QUI 11-13 L508 / GAVEA  ,0,0,NÃO,ECO
INF1608, ANALISE NUMERICA I ,THEREZINHA SOUZA DA COSTA,4,3WA,QQC,11,I,SEG 13-15 L522 / GAVEA  QUA 13-15 L522 / GAVEA  ,0,0, SIM ,INF
INF1626, LING FORMAIS E AUTOMATOS ,BRUNO LOPES VIEIRA,4,3WA,QQC,7,I,SEG 09-11 L504 / GAVEA  QUA 09-11 L504 / GAVEA  ,0,0, SIM ,INF
INF1626, LING FORMAIS E AUTOMATOS ,BRUNO LOPES VIEIRA,4,3WB,QQC,7,I,TER 17-19 L150 / GAVEA  QUI 17-19 L150 / GAVEA  ,0,0, SIM ,INF
INF1629, PRINCIPIOS ENG DE SOFTWARE ,JULIO CESAR SAMPAIO DO PRADO LEITE,4,3WA,QQC,12,I,TER 07-09 L548 / GAVEA  QUI 07-09 L548 / GAVEA  ,0,0, SIM ,INF
INF1631, ESTRUTURAS DISCRETAS ,MARCUS VINICIUS S P DE ARAGAO,4,3WA,QQC,0,I,SEG 11-13 L522 / GAVEA  QUA 11-13 L522 / GAVEA  ,0,0,NÃO,INF
INF1631, ESTRUTURAS DISCRETAS ,DAVID SOTELO PINHEIRO DA SILVA,4,3WB,QQC,16,I,TER 19-21 L150 / GAVEA  QUI 19-21 L150 / GAVEA  ,0,0,NÃO,INF
INF1636, PROGRAMACAO ORIENTADA OBJETOS ,IVAN MATHIAS FILHO,4,3WA,CCI,0,I,SEG 15-17 L456 / GAVEA  QUA 15-17 LAB / GAVEA  ,0,0, SIM ,INF
INF1636, PROGRAMACAO ORIENTADA OBJETOS ,IVAN MATHIAS FILHO,4,3WA,QQC,7,I,SEG 15-17 L456 / GAVEA  QUA 15-17 LAB / GAVEA  ,0,0, SIM ,INF
INF1640, REDES DE COMUNICACAO DE DADOS ,LUIZ FERNANDO GOMES SOARES,4,3WA,QQC,9,I,TER 09-11 L522 / GAVEA  QUI 09-11 L522 / GAVEA  ,0,1, SIM ,INF
INF1715, COMPILADORES ,ROBERTO IERUSALIMSCHY,4,3WA,CCI,1,I,TER 09-11 DPTO / GAVEA  QUI 09-11 L450 / GAVEA  ,0,0, SIM ,INF
INF1715, COMPILADORES ,ROBERTO IERUSALIMSCHY,4,3WA,QQC,6,I,TER 09-11 DPTO / GAVEA  QUI 09-11 L450 / GAVEA  ,0,0, SIM ,INF
INF1721, ANALISE DE ALGORITMOS ,RAUL PIERRE RENTERIA,4,3WB,CCI,1,I,TER 19-21 L520 / GAVEA  QUI 19-21 L520 / GAVEA  ,0,0, SIM ,INF
INF1721, ANALISE DE ALGORITMOS ,EDUARDO SANY LABER,4,3WA,QQC,17,I,SEG 09-11 L308 / GAVEA  QUA 09-11 L308 / GAVEA  ,0,0, SIM ,INF
INF1721, ANALISE DE ALGORITMOS ,RAUL PIERRE RENTERIA,4,3WB,QQC,10,I,TER 19-21 L520 / GAVEA  QUI 19-21 L520 / GAVEA  ,0,0, SIM ,INF
INF1771, INTELIGENCIA ARTIFICIAL ,EDIRLEI EVERSON SOARES DE LIMA,4,3WA,CCI,1,I,SEG 13-15 L524 / GAVEA  QUA 13-15 L524 / GAVEA  ,0,0, SIM ,INF
INF1771, INTELIGENCIA ARTIFICIAL ,EDIRLEI EVERSON SOARES DE LIMA,4,3WA,QQC,6,I,SEG 13-15 L524 / GAVEA  QUA 13-15 L524 / GAVEA  ,0,0, SIM ,INF
INF1811, SEMINARIO I ,COORDENADOR DE CURSO,1,3WA,QQC,10,I,GAVEA,0,1, SIM ,INF
INF1812, SEMINARIO II ,MYRIAM SERTA COSTA,2,3WA,QQC,6,I,SEG 15-17 L150 / GAVEA  ,0,0,NÃO,INF
INF1813, SEMINARIO III ,COORDENADOR DE CURSO,3,3WA,QQC,10,I,GAVEA,0,3, SIM ,INF
INF1814, SEMINARIO IV ,COORDENADOR DE CURSO,4,3WA,QQC,10,I,GAVEA,0,4, SIM ,INF
INF1821, PROJETO ORIENTADO I ,COORDENADOR DE CURSO,1,3WA,QQC,9,I,GAVEA,0,2, SIM ,INF
INF1822, PROJETO ORIENTADO II ,COORDENADOR DE CURSO,2,3WA,QQC,7,I,GAVEA,0,4,NÃO,INF
INF1823, PROJETO ORIENTADO III ,COORDENADOR DE CURSO,3,3WA,QQC,9,I,GAVEA,0,6, SIM ,INF
INF1824, PROJETO ORIENTADO IV ,COORDENADOR DE CURSO,4,3WA,QQC,7,I,GAVEA,0,8, SIM ,INF
INF1902, PLANEJAM NEGOCIOS P/ EMPREEND ,SERGIO RICARDO YATES DOS SANTOS,4,30A,CCI,2,I,SEG 07-09 L422 / GAVEA  QUA 07-09 L422 / GAVEA  ,0,0, SIM ,UEP
INF1902, PLANEJAM NEGOCIOS P/ EMPREEND ,LUIS FERNANDO OLIVEIRA DO VABO JR,4,30B,CCI,2,I,SEX 07-11 L422 / GAVEA  ,0,0, SIM ,UEP
INF1902, PLANEJAM NEGOCIOS P/ EMPREEND ,SERGIO RICARDO YATES DOS SANTOS,4,30A,QQC,15,I,SEG 07-09 L422 / GAVEA  QUA 07-09 L422 / GAVEA  ,0,0, SIM ,UEP
INF1902, PLANEJAM NEGOCIOS P/ EMPREEND ,LUIS FERNANDO OLIVEIRA DO VABO JR,4,30B,QQC,5,I,SEX 07-11 L422 / GAVEA  ,0,0, SIM ,UEP
INF1903, METODOL GESTAO PROJETOS ,HELENE KLEINBERGER SALIM,4,30A,QQC,0,I,TER 09-11 L548 / GAVEA  QUI 09-11 L548 / GAVEA  ,0,0, SIM ,UEP
INF1920, ESTAGIO SUPERVISIONADO ,MELISSA LEMOS CAVALIERE,1,3WA,QQC,24,I,GAVEA,0,11, SIM ,INF
INF1950, PROJETO FINAL I ,JOSE CARLOS MILLAN,2,3WA,QQC,19,I,GAVEA,0,2, SIM ,INF
INF1951, PROJETO FINAL II ,JOSE CARLOS MILLAN,2,3WA,QQC,22,I,GAVEA,0,2, SIM ,INF
INF2002, TRAB IND EM ENG DE SOFTWARE I ,ALESSANDRO FABRICIO GARCIA,1,3WF,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2003, TRAB IND EM ENG DE SOFTWARE II ,CARLOS JOSE PEREIRA DE LUCENA,2,3WA,QQC,9,D,GAVEA,0,4,NÃO,INF
INF2003, TRAB IND EM ENG DE SOFTWARE II ,ARNDT VON STAA,2,3WB,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2003, TRAB IND EM ENG DE SOFTWARE II ,JULIO CESAR SAMPAIO DO PRADO LEITE,2,3WC,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2003, TRAB IND EM ENG DE SOFTWARE II ,HUGO FUKS,2,3WD,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2003, TRAB IND EM ENG DE SOFTWARE II ,ALESSANDRO FABRICIO GARCIA,2,3WF,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2004, TRAB IND ENG DE SOFTWARE III ,CARLOS JOSE PEREIRA DE LUCENA,3,3WA,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2004, TRAB IND ENG DE SOFTWARE III ,ARNDT VON STAA,3,3WB,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2004, TRAB IND ENG DE SOFTWARE III ,JULIO CESAR SAMPAIO DO PRADO LEITE,3,3WC,QQC,9,D,GAVEA,0,6,NÃO,INF
INF2004, TRAB IND ENG DE SOFTWARE III ,HUGO FUKS,3,3WD,QQC,9,D,GAVEA,0,6,NÃO,INF
INF2004, TRAB IND ENG DE SOFTWARE III ,ALESSANDRO FABRICIO GARCIA,3,3WF,QQC,8,D,GAVEA,0,6,NÃO,INF
INF2006, TOP ENGENHARIA DE SOFTWARE II ,CARLOS JOSE PEREIRA DE LUCENA,3,3WA,CCI,5,D,TER 16-19 RDC / GAVEA  ,0,0,NÃO,INF
INF2006, TOP ENGENHARIA DE SOFTWARE II ,CARLOS JOSE PEREIRA DE LUCENA,3,3WA,QQC,12,D,TER 16-19 RDC / GAVEA  ,0,0,NÃO,INF
INF2007, TOP ENGENHARIA DE SOFTWARE III ,ALESSANDRO FABRICIO GARCIA,3,3WA,QQC,18,D,QUA 16-19 DPTO / GAVEA  ,0,0,NÃO,INF
INF2031, TOPICOS DE BANCO DE DADOS II ,MARCO ANTONIO CASANOVA,3,3WA,QQC,0,D,TER 13-15 R511 / GAVEA  ,0,1,NÃO,INF
INF2035, TOP TEORIA DA COMPUTACAO III ,HELIO CORTES VIEIRA LOPES,3,3WA,QQC,18,D,QUI 09-12 R510 / GAVEA  ,0,0,NÃO,INF
INF2036, TRAB IND TEO COMPUTACAO I ,EDWARD HERMANN HAEUSLER,1,3WA,QQC,10,I,GAVEA,0,2,NÃO,INF
INF2036, TRAB IND TEO COMPUTACAO I ,CARLOS JOSE PEREIRA DE LUCENA,1,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2036, TRAB IND TEO COMPUTACAO I ,EDUARDO SANY LABER,1,3WC,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2037, TRAB IND TEO COMPUTACAO II ,EDWARD HERMANN HAEUSLER,2,3WA,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2037, TRAB IND TEO COMPUTACAO II ,CARLOS JOSE PEREIRA DE LUCENA,2,3WB,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2037, TRAB IND TEO COMPUTACAO II ,EDUARDO SANY LABER,2,3WC,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2038, TRAB IND TEO COMPUTACAO III ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2038, TRAB IND TEO COMPUTACAO III ,CARLOS JOSE PEREIRA DE LUCENA,3,3WB,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2038, TRAB IND TEO COMPUTACAO III ,EDUARDO SANY LABER,3,3WC,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2061, SEMINARIO ,COORDENADOR DE CURSO,1,3WA,QQC,48,D,SEX 13-14 R511 / GAVEA  ,0,0,NÃO,INF
INF2065, TRAB IND COMP GRAFICA I ,MARCELO GATTASS,1,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2065, TRAB IND COMP GRAFICA I ,BRUNO FEIJO,1,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2065, TRAB IND COMP GRAFICA I ,HELIO CORTES VIEIRA LOPES,1,3WC,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2065, TRAB IND COMP GRAFICA I ,ALBERTO BARBOSA RAPOSO,1,3WD,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2065, TRAB IND COMP GRAFICA I ,WALDEMAR CELES FILHO,1,3WE,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2066, TRAB IND COMP GRAFICA II ,MARCELO GATTASS,2,3WA,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2066, TRAB IND COMP GRAFICA II ,BRUNO FEIJO,2,3WB,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2066, TRAB IND COMP GRAFICA II ,HELIO CORTES VIEIRA LOPES,2,3WC,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2066, TRAB IND COMP GRAFICA II ,ALBERTO BARBOSA RAPOSO,2,3WD,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2066, TRAB IND COMP GRAFICA II ,WALDEMAR CELES FILHO,2,3WE,QQC,10,D,GAVEA,0,4,NÃO,INF
INF2067, TRAB IND COMP GRAFICA III ,MARCELO GATTASS,3,3WA,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2067, TRAB IND COMP GRAFICA III ,BRUNO FEIJO,3,3WB,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2067, TRAB IND COMP GRAFICA III ,HELIO CORTES VIEIRA LOPES,3,3WC,QQC,10,D,GAVEA,0,6,NÃO,INF
INF2067, TRAB IND COMP GRAFICA III ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,6,NÃO,INF
